config,seed,model,buffer,policy,replay,static,final_acc,forgetting,buffer_classes,fit_s,dream_judge_acc,dream_self_acc,recon_mse,judge_test_acc,run_args,omp_threads,schedule,replay_used,hidden,active_frac,asleep_frac,overlap,overlap_in,dim,synops,eff_frac,gate,theta,rest_frac,ach_frac,gate_signal,kp_eff,drift,drift_p99,drift_n,sleeps,rem_used,early_sleeps,sleep_log
g16_sgd_refr_s10_w512_static,4,ctx,1000,random,local,True,0.9429904984164027,0.0,"[92, 126, 110, 97, 96, 100, 94, 100, 94, 91]",303.06055760383606,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",4,local,16880.0,"(512, 256)",0.1,"[0.6352102849155805, 0.7002580253998815]","[nan, nan]",,"[43.12398710460892, 7.379468652144243, 5.103483991364219]",114307.67224121094,"[0.5049758886265175, 0.5139863178125137]",,0.0,"[0.6352102849155805, 0.7002580253998815]",,,,,,0.0,,,,
g16_sgd_refr_s10_w512_static,5,ctx,1000,random,local,True,0.9434905817636273,0.0,"[98, 112, 108, 107, 91, 87, 104, 96, 89, 108]",229.9349730014801,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",4,local,16880.0,"(512, 256)",0.1,"[0.6362533786285545, 0.6879276510663507]","[nan, nan]",,"[43.12398710460892, 7.727882303413186, 5.077120542828781]",114307.67224121094,"[0.5050442968234773, 0.5149809100104593]",,0.0,"[0.6362533786285545, 0.6879276510663507]",,,,,,0.0,,,,
g16_sgd_refr_s15_w512,0,ctx,1000,random,local,False,0.9136522753792299,0.07941076591607368,"[102, 110, 116, 92, 95, 85, 100, 114, 88, 98]",720.1449551582336,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.15,"[0.5706085051450992, 0.7725625555226533]","[0.9003010440688609, 0.7557630629667171]",0.795411040543649,"[43.123987104608865, 8.34883232462611, 5.803905310540981]",116424.49255371094,"[0.5028946400990422, 0.52410246877671]",,0.0,"[0.5706085051450992, 0.7725625555226533]",,,,,,0.0,,,,
g16_sgd_refr_s15_w512,1,ctx,1000,random,local,False,0.9101516919486581,0.07387466561878198,"[96, 106, 97, 118, 98, 77, 102, 120, 95, 91]",694.7525727748871,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.15,"[0.5730777594758661, 0.7692055171009772]","[0.8881557259002586, 0.6875850649954085]",0.795411040543649,"[43.123987104608865, 9.442302601188947, 6.028986870311776]",116424.49255371094,"[0.5028190508542203, 0.5288033276178585]",,0.0,"[0.5730777594758661, 0.7692055171009772]",,,,,,0.0,,,,
g16_sgd_refr_s15_w512,2,ctx,1000,random,local,False,0.9183197199533255,0.05869759938200558,"[89, 110, 112, 114, 83, 88, 95, 89, 109, 111]",1217.4598996639252,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.15,"[0.5767644636511696, 0.7665797582913829]","[0.8946274175344537, 0.7219665079769957]",0.795411040543649,"[43.123987104608865, 8.863131258988112, 6.420871504288466]",116424.49255371094,"[0.5028859753509156, 0.5280640932028908]",,0.0,"[0.5767644636511696, 0.7665797582913829]",,,,,,0.0,,,,
g16_sgd_refr_s15_w512_static,0,ctx,1000,random,local,True,0.9466577762960493,0.0,"[107, 107, 94, 102, 103, 86, 105, 100, 100, 96]",713.426792383194,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.15,"[0.541271799096564, 0.6476710604265403]","[nan, nan]",,"[43.123987104608865, 7.116832749095481, 4.719892923593433]",116424.49255371094,"[0.5014073728137954, 0.5095251744754294]",,0.0,"[0.541271799096564, 0.6476710604265403]",,,,,,0.0,,,,
g16_sgd_refr_s15_w512_static,1,ctx,1000,random,local,True,0.942657109518253,0.0,"[107, 107, 88, 116, 103, 73, 105, 117, 89, 95]",702.9104375839233,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.15,"[0.5462303993261256, 0.638931751703199]","[nan, nan]",,"[43.123987104608865, 7.5889917025023506, 4.895217090204414]",116424.49255371094,"[0.5011652870518619, 0.5088426058705878]",,0.0,"[0.5462303993261256, 0.638931751703199]",,,,,,0.0,,,,
g16_sgd_refr_s15_w512_static,2,ctx,1000,random,local,True,0.942657109518253,0.0,"[101, 111, 102, 104, 83, 99, 103, 101, 94, 102]",1195.2905948162079,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.15,"[0.5437506942387441, 0.6242085678317536]","[nan, nan]",,"[43.123987104608865, 7.505294011029875, 4.838412039568215]",116424.49255371094,"[0.5012497366074985, 0.510042002219795]",,0.0,"[0.5437506942387441, 0.6242085678317536]",,,,,,0.0,,,,
g16_sgd_refr_s25_w512,0,ctx,1000,random,local,False,0.9111518586431072,0.07089318819741272,"[102, 110, 116, 92, 95, 85, 100, 114, 88, 98]",700.6589660644531,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.25,"[0.5023781046416939, 0.6563860305004442]","[0.8842721288845621, 0.7996210018055283]",0.795411040543649,"[43.123987104608865, 8.23035875967928, 5.697361460564426]",120601.33239746094,"[0.5001903314497526, 0.5200966523288975]",,0.0,"[0.5023781046416939, 0.6563860305004442]",,,,,,0.0,,,,
g16_sgd_refr_s25_w512,1,ctx,1000,random,local,False,0.9148191365227538,0.07717183420687707,"[96, 106, 97, 118, 98, 77, 102, 120, 95, 91]",711.7532086372375,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.25,"[0.5189873593426118, 0.7919297823511993]","[0.8990488344620546, 0.945554167067192]",0.795411040543649,"[43.123987104608865, 8.705603493032074, 4.6710026564966745]",120591.47239685059,"[0.5008575696062417, 0.5062947047590274]",,0.0,"[0.5189873593426118, 0.7919297823511993]",,,,,,0.0,,,,
g16_sgd_refr_s25_w512,2,ctx,1000,random,local,False,0.9184864144024004,0.056326608421195884,"[89, 110, 112, 114, 83, 88, 95, 89, 109, 111]",1183.8157262802124,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.25,"[0.503338877887178, 0.647182225347942]","[0.8990979087873858, 0.7912387239784914]",0.795411040543649,"[43.123987104608865, 8.428600339597702, 6.2162868020567545]",120601.33239746094,"[0.500639134839614, 0.5192219590073794]",,0.0,"[0.503338877887178, 0.647182225347942]",,,,,,0.0,,,,
g16_sgd_refr_s25_w512_static,0,ctx,1000,random,local,True,0.9466577762960493,0.0,"[107, 107, 94, 102, 103, 86, 105, 100, 100, 96]",706.1624054908752,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.25,"[0.5006861392920616, 0.6359379628258294]","[nan, nan]",,"[43.123987104608865, 7.464945128487601, 4.449336090835536]",120543.73380982876,"[0.5000338559742394, 0.5077973445160182]",,0.0,"[0.5006861392920616, 0.6359379628258294]",,,,,,0.0,,,,
g16_sgd_refr_s25_w512_static,1,ctx,1000,random,local,True,0.9441573595599266,0.0,"[107, 107, 88, 116, 103, 73, 105, 117, 89, 95]",714.4359986782074,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.25,"[0.5006857921726896, 0.6429132109004739]","[nan, nan]",,"[43.123987104608865, 8.243913051689093, 4.6518382705910675]",120562.0390701294,"[0.5001133429806821, 0.5081125079671812]",,0.0,"[0.5006857921726896, 0.6429132109004739]",,,,,,0.0,,,,
g16_sgd_refr_s25_w512_static,2,ctx,1000,random,local,True,0.9471578596432739,0.0,"[101, 111, 102, 104, 83, 99, 103, 101, 94, 102]",1123.849890947342,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.25,"[0.5003533675207346, 0.6195013977340047]","[nan, nan]",,"[43.123987104608865, 7.269006103452686, 4.884227026858585]",120580.54904937744,"[0.5003015648200667, 0.5070836898231861]",,0.0,"[0.5003533675207346, 0.6195013977340047]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512,0,ctx,1000,random,local,False,0.8829804967494582,0.12994997969647554,"[102, 110, 116, 92, 95, 85, 100, 114, 88, 98]",418.45954418182373,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",,local,16885.0,"(512, 256)",0.1,"[0.5133239330396802, 0.7657617245336097]","[0.8063128207752438, 0.8125509309509894]",0.795411040543649,"[43.12398710460892, 12.359045098096491, 4.421263047119909]",114307.67224121094,"[0.14406459408180403, 0.16265088189078888]",,0.0,"[0.5133239330396802, 0.7657617245336097]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512,1,ctx,1000,random,local,False,0.8731455242540423,0.1440070863941997,"[96, 106, 97, 118, 98, 77, 102, 120, 95, 91]",333.2816095352173,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",,local,16885.0,"(512, 256)",0.1,"[0.5213267137992301, 0.776021848164051]","[0.8058585116824878, 0.8411616819915843]",0.795411040543649,"[43.12398710460892, 12.651562131691719, 4.540681876994088]",114307.67224121094,"[0.1409173563038911, 0.16544860973656353]",,0.0,"[0.5213267137992301, 0.776021848164051]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512,2,ctx,1000,random,local,False,0.8839806634439074,0.13096270414397013,"[89, 110, 112, 114, 83, 88, 95, 89, 109, 111]",243.03774785995483,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",,local,16885.0,"(512, 256)",0.1,"[0.5336071679745336, 0.7792069977050636]","[0.8390115823426079, 0.8236484052799258]",0.795411040543649,"[43.12398710460892, 12.921271768351955, 4.109159247579322]",114307.67224121094,"[0.13162022860175254, 0.15120162447500254]",,0.0,"[0.5336071679745336, 0.7792069977050636]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512,3,ctx,1000,random,local,False,0.8753125520920153,0.14369768565157065,"[77, 127, 97, 98, 91, 103, 101, 100, 109, 97]",278.32333755493164,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",4,local,16885.0,"(512, 256)",0.1,"[0.5236997288643767, 0.785408184039088]","[0.8264613764028154, 0.8376052206518356]",0.795411040543649,"[43.12398710460892, 12.841733036000601, 5.0575979838481855]",114307.67224121094,"[0.13172183319537958, 0.1475235599999641]",,0.0,"[0.5236997288643767, 0.785408184039088]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512,4,ctx,1000,random,local,False,0.8923153858976496,0.12111728047305154,"[107, 109, 82, 103, 94, 86, 103, 102, 110, 104]",195.66955041885376,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",4,local,16885.0,"(512, 256)",0.1,"[0.52540149818626, 0.7783956729345572]","[0.8066390666529483, 0.8169388950432508]",0.795411040543649,"[43.12398710460892, 13.814366928286907, 4.936034570429884]",114307.67224121094,"[0.14379677543632283, 0.16923526145792506]",,0.0,"[0.52540149818626, 0.7783956729345572]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512,5,ctx,1000,random,local,False,0.8739789964994166,0.14449379242909144,"[99, 109, 93, 103, 103, 85, 108, 107, 98, 95]",196.2196183204651,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",4,local,16885.0,"(512, 256)",0.1,"[0.5240445476754516, 0.765987516656796]","[0.803385311490078, 0.7993176745885843]",0.795411040543649,"[43.12398710460892, 11.94478027848744, 3.799928082112933]",114307.67224121094,"[0.14185997711829368, 0.17463963356030113]",,0.0,"[0.5240445476754516, 0.765987516656796]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512_static,0,ctx,1000,random,local,True,0.9521586931155193,0.0,"[107, 107, 94, 102, 103, 86, 105, 100, 100, 96]",723.2633814811707,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.1,"[0.3398248898474526, 0.45492562388921803]","[nan, nan]",,"[43.123987104608865, 18.327142893879223, 4.824446434070542]",114307.67224121094,"[0.14962392720058384, 0.07110311839278782]",,0.0,"[0.3398248898474526, 0.45492562388921803]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512_static,1,ctx,1000,random,local,True,0.9556592765460911,0.0,"[107, 107, 88, 116, 103, 73, 105, 117, 89, 95]",726.3985509872437,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.1,"[0.33409834586048576, 0.4915927688092417]","[nan, nan]",,"[43.123987104608865, 18.82516489175055, 4.223926617219066]",114307.67224121094,"[0.14905889339996634, 0.062360020151546104]",,0.0,"[0.33409834586048576, 0.4915927688092417]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512_static,2,ctx,1000,random,local,True,0.9521586931155193,0.0,"[101, 111, 102, 104, 83, 99, 103, 101, 94, 102]",1135.7712035179138,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.1,"[0.3421872685870853, 0.45046074311315165]","[nan, nan]",,"[43.123987104608865, 18.13281227419703, 4.662476579113591]",114307.67224121094,"[0.14217654595667964, 0.07924740040700737]",,0.0,"[0.3421872685870853, 0.45046074311315165]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512_static,3,ctx,1000,random,local,True,0.9516586097682947,0.0,"[120, 104, 100, 91, 108, 78, 110, 107, 95, 87]",575.072991847992,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.1,"[0.34183447959863744, 0.4969101747630332]","[nan, nan]",,"[43.123987104608865, 17.33796358285323, 4.347966917777728]",114307.67224121094,"[0.1461356009341229, 0.06286304404101692]",,0.0,"[0.34183447959863744, 0.4969101747630332]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512_static,4,ctx,1000,random,local,True,0.9558259709951659,0.0,"[92, 126, 110, 97, 96, 100, 94, 100, 94, 91]",582.9731402397156,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.1,"[0.3423106116706161, 0.4464075459123223]","[nan, nan]",,"[43.123987104608865, 18.43327000718408, 4.983515334260807]",114307.67224121094,"[0.15170030857312772, 0.07294613518161805]",,0.0,"[0.3423106116706161, 0.4464075459123223]",,,,,,0.0,,,,
g16_sgd_silent_s10_w512_static,5,ctx,1000,random,local,True,0.9566594432405401,0.0,"[98, 112, 108, 107, 91, 87, 104, 96, 89, 108]",575.2343611717224,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16880.0,"(512, 256)",0.1,"[0.3389455207716232, 0.4969386385515403]","[nan, nan]",,"[43.123987104608865, 20.70919422437261, 4.330641199612331]",114307.67224121094,"[0.1481403750210771, 0.062475888656840714]",,0.0,"[0.3389455207716232, 0.4969386385515403]",,,,,,0.0,,,,
g17_adam_leak_s10,0,ctx,1000,random,local,False,0.922153692282047,0.04027901044858276,"[102, 110, 116, 92, 95, 85, 100, 114, 88, 98]",1173.6745977401733,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[0.739183030426414, 0.8092750592241634]","[0.8550774539994321, 0.6163419155845855]",0.795411040543649,"[43.123987104608865, 14.95266429282122, 5.262013270971967]",114307.67224121094,"[0.5044685202729324, 0.5255588073555908]",,0.0,"[0.739183030426414, 0.8092750592241634]",,,,,,0.0,,,,
g17_adam_leak_s10,1,ctx,1000,random,local,False,0.9121520253375562,0.0443461413493135,"[96, 106, 97, 118, 98, 77, 102, 120, 95, 91]",1040.6609599590302,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[0.7403087522209061, 0.8063628960615932]","[0.8891968226702327, 0.6092768855914958]",0.795411040543649,"[43.123987104608865, 14.687993238472917, 4.913332417011661]",114307.67224121094,"[0.5043815731340376, 0.5284199502476846]",,0.0,"[0.7403087522209061, 0.8063628960615932]",,,,,,0.0,,,,
g17_adam_leak_s10,2,ctx,1000,random,local,False,0.912485414235706,0.04394473272242064,"[89, 110, 112, 114, 83, 88, 95, 89, 109, 111]",1743.1693892478943,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[0.747441446735268, 0.8092024170861711]","[0.8789625878228744, 0.6188104409028115]",0.795411040543649,"[43.123987104608865, 11.94796614884413, 4.986102737703622]",114307.67224121094,"[0.5045701217935535, 0.5281894001520692]",,0.0,"[0.747441446735268, 0.8092024170861711]",,,,,,0.0,,,,
g17_adam_none_s10,0,ctx,1000,random,local,False,0.8801466911151858,0.1287064273538853,"[102, 110, 116, 92, 95, 85, 100, 114, 88, 98]",1175.076814174652,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[1.0, 1.0]","[0.9502999981541385, 0.8041848997264965]",0.795411040543649,"[43.123987104608865, 6.689505252684859, 2.9700397475294684]",114307.67224121094,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
g17_adam_none_s10,1,ctx,1000,random,local,False,0.8658109684947491,0.14447763247472037,"[96, 106, 97, 118, 98, 77, 102, 120, 95, 91]",1108.9630224704742,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[1.0, 1.0]","[0.9656304364268966, 0.8614303959131545]",0.795411040543649,"[43.123987104608865, 6.218800270176811, 2.528535887103766]",114307.67224121094,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
g17_adam_none_s10,2,ctx,1000,random,local,False,0.8779796632772129,0.12965907860475373,"[89, 110, 112, 114, 83, 88, 95, 89, 109, 111]",1665.852043390274,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[1.0, 1.0]","[0.951906079427539, 0.7238253484678763]",0.795411040543649,"[43.123987104608865, 5.906325428032809, 3.3913489708387567]",114307.67224121094,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
g17_adam_refr_s10,0,ctx,1000,random,local,False,0.9188198033005501,0.04762664879558495,"[102, 110, 116, 92, 95, 85, 100, 114, 88, 98]",1186.084049463272,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[0.7535419982602902, 0.8196133772579213]","[0.8728274937250958, 0.6361661540119598]",0.795411040543649,"[43.123987104608865, 11.397288220345267, 4.32399806614664]",114307.67224121094,"[0.5030305418374802, 0.5252322191815423]",,0.0,"[0.7535419982602902, 0.8196133772579213]",,,,,,0.0,,,,
g17_adam_refr_s10,1,ctx,1000,random,local,False,0.9106517752958826,0.055837878664625196,"[96, 106, 97, 118, 98, 77, 102, 120, 95, 91]",1120.609376192093,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[0.7527813379108677, 0.826199520654427]","[0.8682497884034837, 0.7045075323357851]",0.795411040543649,"[43.123987104608865, 12.097038384742179, 4.971424165027995]",114307.67224121094,"[0.5028562033347629, 0.527124583774332]",,0.0,"[0.7527813379108677, 0.826199520654427]",,,,,,0.0,,,,
g17_adam_refr_s10,2,ctx,1000,random,local,False,0.9158193032172028,0.052383836268699996,"[89, 110, 112, 114, 83, 88, 95, 89, 109, 111]",1780.960778951645,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[0.7588637289013918, 0.8208751295528576]","[0.8611864058568589, 0.6513019869317986]",0.795411040543649,"[43.123987104608865, 10.595038752155675, 4.678391263837251]",114307.67224121094,"[0.5036863872752163, 0.5373064673242349]",,0.0,"[0.7588637289013918, 0.8208751295528576]",,,,,,0.0,,,,
g17_ctx_none_s10,0,ctx,0,,,False,0.1940323387231205,0.9943608096106417,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",31.62090253829956,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",,,,"(512, 256)",0.1,,"[0.6848042113171953, 0.7388911073517377]",0.795411040543649,"[43.12398710460892, 21.611383535023453, 2.707755331096971]",114307.67224121094,,,,,,,,,,,,,,
g17_ctx_none_s10,1,ctx,0,,,False,0.19419903317219536,0.9950209519200354,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30.031523942947388,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",,,,"(512, 256)",0.1,,"[0.6733855978846963, 0.7192693780581705]",0.795411040543649,"[43.12398710460892, 20.850182102071336, 2.495590345147306]",114307.67224121094,,,,,,,,,,,,,,
g17_ctx_none_s10,100,ctx,0,,,False,0.19319886647774628,0.9945144046294652,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",58.25567317008972,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,,,"(512, 256)",0.1,,"[0.6714474028470726, 0.7198564395036968]",0.795411040543649,"[43.123987104608865, 20.596087928647492, 3.0531990109528184]",114307.67224121094,,,,,,,,,,,,,,
g17_ctx_none_s10,2,ctx,0,,,False,0.19386564427404568,0.9945355793223648,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",29.661814212799072,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",,,,"(512, 256)",0.1,,"[0.6783273988956862, 0.7465830567983022]",0.795411040543649,"[43.12398710460892, 22.272600079721542, 2.959934843914431]",114307.67224121094,,,,,,,,,,,,,,
g17_ctx_none_s10,3,ctx,0,,,False,0.1940323387231205,0.992908928014999,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25.35041880607605,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",4,,,"(512, 256)",0.1,,"[0.6703143486884409, 0.7431543534310189]",0.795411040543649,"[43.12398710460892, 23.63544290679024, 2.3249255982375887]",114307.67224121094,,,,,,,,,,,,,,
g17_ctx_none_s10,4,ctx,0,,,False,0.19419903317219536,0.9947818347805449,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23.898135662078857,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",4,,,"(512, 256)",0.1,,"[0.6859526953214884, 0.7658259791167874]",0.795411040543649,"[43.12398710460892, 21.456801657104894, 3.089914013074053]",114307.67224121094,,,,,,,,,,,,,,
g17_ctx_none_s10,5,ctx,0,,,False,0.19386564427404568,0.9954404491406909,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23.74436354637146,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",4,,,"(512, 256)",0.1,,"[0.6776904627960431, 0.7542959497545094]",0.795411040543649,"[43.12398710460892, 20.909209331204835, 2.8035276143202172]",114307.67224121094,,,,,,,,,,,,,,
g17_mirror_s10,0,ctx,1000,random,local,False,0.7747957992998833,0.20902385867164106,"[102, 110, 116, 92, 95, 85, 100, 114, 88, 98]",1407.7519357204437,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[1.0, 1.0]","[0.9222111313218289, 0.8775494714014638]",0.795411040543649,"[43.123987104608865, 4.519986794682625, 2.398444923402127]",114259.6289138794,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
g17_mirror_s10,1,ctx,1000,random,local,False,0.7506251041840307,0.2405417834257561,"[96, 106, 97, 118, 98, 77, 102, 120, 95, 91]",1271.348253250122,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[1.0, 1.0]","[0.8614455496659617, 0.8629951126485145]",0.795411040543649,"[43.123987104608865, 4.698256285765299, 2.622265321586663]",114307.67224121094,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
g17_mirror_s10,2,ctx,1000,random,local,False,0.8131355225870979,0.14445673384501223,"[89, 110, 112, 114, 83, 88, 95, 89, 109, 111]",2093.856143951416,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[1.0, 1.0]","[0.8412064036784626, 0.8567832652299918]",0.795411040543649,"[43.123987104608865, 4.9770083929663045, 4.125931826153939]",114307.1888999939,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
g17_mirror_s10,3,ctx,1000,random,local,False,0.851808634772462,0.11012809451411021,"[77, 127, 97, 98, 91, 103, 101, 100, 109, 97]",1725.7799801826477,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[1.0, 1.0]","[0.9110652967541959, 0.8462599189428458]",0.795411040543649,"[43.123987104608865, 4.838146689217071, 3.127816131319901]",114296.8489151001,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
g17_mirror_s10,4,ctx,1000,random,local,False,0.7892982163693949,0.16035033610437044,"[107, 109, 82, 103, 94, 86, 103, 102, 110, 104]",1748.429800748825,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': True}",1,local,16885.0,"(512, 256)",0.1,"[1.0, 1.0]","[0.9164862298412071, 0.8368078706819488]",0.795411040543649,"[43.123987104608865, 5.190234358257747, 2.550112206487971]",114307.66890335083,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
